Depth,DT,RHOB,NPHI,PEF,SGR,RT
3324.3012,55.0239,2.7003,3.06E-02,3.4554,49.53,43.0542
3273.0948,55.6662,2.7314,11.011,4.2934,35.3824,51.5499
3457.8036,59.9226,2.614,0.115318,3.1795,39.7228,6.5117
3495.9036,55.6126,2.6538,3.82E-02,4.8813,36.0163,42.0634
3573.4752,52.5374,2.7739,7.17E-02,3.6885,19.8165,1999.06
3604.5648,73.3939,2.371,0.105629,1.9793,28.1331,48.2731
3575.4564,58.862,2.6094,0.151639,3.6248,17.5639,1988.19
3336.798,64.049,2.5293,9.95E-02,2.6029,65.1427,20.1372
3532.9368,58.2065,2.6929,0.116107,3.6956,37.9902,8.7489
3372.1548,59.4086,2.5925,0.16371,3.2936,26.0949,43.6625
3320.796,50.3372,2.7308,5.72E-03,5.2073,31.5641,77.6789
3627.5772,60.0869,2.6539,0.028159,3.4048,32.6085,31.2624
3439.0584,54.6257,2.721,2.00E-04,5.2961,33.9061,173.418
3393.948,57.381,2.572,5.98E-02,5.0209,19.6346,78.7354
3585.3624,66.4395,2.5508,0.072796,2.4462,59.5105,5.7701
3900.678,57.142,2.7857,0.112815,5.2523,23.48,4.2402
3873.5508,53.793,2.6775,4.07E-02,5.584,29.7381,190.913
3874.3128,58.691,2.6006,6.60E-02,5.741,27.8985,46.5392
3874.77,58.5357,2.6112,6.03E-02,5.5891,27.5887,56.8127
3875.2272,56.6209,2.641,5.21E-02,5.5035,26.9428,52.9792
3875.8368,55.4951,2.6806,5.35E-02,5.336,34.7535,23.4288
3875.9892,55.8823,2.6844,5.51E-02,5.3874,33.8079,20.5534
3877.056,64.0581,2.5535,9.37E-02,5.4647,25,71.5993
3877.3608,67.201,2.4857,0.115441,5.3698,23.6773,634.428
3877.9704,69.109,2.4176,0.137361,5.2893,19.7157,2000
3878.1228,68.5104,2.421,0.134114,5.285,17.892,2000
3879.1896,55.2034,2.6593,7.51E-02,5.1616,19.1468,280.74
3879.342,54.6772,2.6714,8.43E-02,5.132,19.7779,206.649
3063.5448,58.2644,2.6476,0.146962,3.7183,26.892,1889.43
3030.7788,54.7126,2.7492,10.0884,4.0802,36.9688,15.5549
3316.224,50.677,2.8208,0.050191,3.8253,55.9508,90.7321
3241.3956,57.3384,2.6388,14.7166,3.2266,43.2559,22.5826
3367.4304,55.2699,2.7079,0.110131,3.9503,55.0543,193.256
3176.016,60.4026,2.6131,18.3997,3.3736,73.1063,6.7482
3487.5216,58.2733,2.5489,0.186313,3.6691,37.7613,15.2696
3578.1996,55.2424,2.6473,0.12858,4.2417,27.5215,149.655
3734.7144,58.3056,2.6324,0.142575,3.6801,32.9899,37.5687
3236.6712,61.7529,2.5598,19.6453,3.2716,31.5308,7.7468
3523.6404,58.6801,2.5869,0.165578,3.4926,36.4366,78.0128
3368.3448,56.2933,2.7128,0.120915,3.9024,65.606,309.906
3339.3888,61.924,2.5444,19.0762,3.2601,26.2533,19.1559
3188.8176,66.0633,2.452,23.9903,3.1196,46.1631,21.3819
3069.336,56.2455,2.707,0.120542,3.7278,20.2346,2000
3778.6056,58.0786,2.7414,5.21E-02,5.3463,7.6891,42.9022
3552.9012,50.6762,2.909,4.50E-02,4.438,37.8968,255.417
3825.5448,60.7437,2.6322,0.144449,4.455,28.1982,33.1283
3395.3196,56.4086,2.7434,0.110022,3.9409,44.3435,66.5423
3631.8444,82.4489,2.309,0.141463,1.9105,23.6117,83.8536
3635.1972,86.005,2.3181,0.11208,1.9848,18.5507,124.045
3750.564,57.3843,2.6621,0.122149,4.3547,39.9323,121.402
3705.606,61.6263,2.6251,0.128475,4.3327,27.4532,10.8466
3677.1072,73.8303,2.3625,0.273784,3.459,32.6408,5.0289
3643.122,68.5491,2.4462,0.081144,2.3815,16.986,61.6643
3690.2136,53.2381,2.6729,1.65E-02,5.0576,18.6653,52.0832
3270.0468,59.4338,2.5953,0.117791,4.1257,54.9477,39.9117
3658.9716,51.8617,2.7468,2.08E-03,5.1733,34.9132,138.72
3529.8888,49.7482,2.777,2.39E-02,4.1067,40.9187,13.9852
3515.5632,49.5892,2.7631,1.20E-02,4.5871,50.0573,172.605
3381.2988,62.2358,2.5418,0.216498,3.5589,38.6602,17.3125
3466.9476,72.7371,2.3536,0.135543,2.1084,48.9002,26.5002
3031.998,57.5728,2.6005,14.4684,3.9387,34.1482,29.5155
3628.1868,58.705,2.6502,3.94E-02,3.3131,31.1654,20.7496
3466.7952,73.6956,2.3374,0.133457,2.068,45.4094,25.8663
3504.1332,52.905,2.7587,2.93E-02,4.9082,38.1478,55.64
3248.7108,57.9817,2.7808,7.51E-02,3.7031,49.0229,68.95
3678.4788,53.2254,2.689,0.014397,5.0587,16.6669,56.3693
3703.7772,52.5278,2.6706,0.010371,5.1034,16.1005,83.6714
3641.7504,68.8255,2.461,7.65E-02,2.3846,18.8917,46.4706
3329.178,58.4937,2.6208,0.03193,2.4596,49.7192,18.851
3536.1372,51.7473,2.7365,2.81E-02,4.4231,42.924,58.2197
3397.4532,51.3747,2.6952,0.006698,5.2895,24,141.831
3612.1848,52.3055,2.6863,7.60E-02,4.5486,38.0606,27.5017
3489.0456,53.447,2.6919,2.02E-02,5.1625,39.2164,21.0171
3284.3724,62.3361,2.5536,17.3741,3.2811,45.8247,6.4506
3108.5028,59.9652,2.7271,2.38E-02,4.8799,21.0423,10.6728
3109.1124,56.4023,2.7013,0.025977,4.8437,23.6754,59.5094
3110.484,56.8046,2.6749,0.049317,4.7679,28.4581,41.4553
3110.7888,58.9256,2.6438,7.98E-02,4.6664,28.1225,28.5367
3112.6176,64.7981,2.5212,0.158735,4.6627,31.6428,26.0394
3113.532,62.1769,2.5745,0.146498,4.3111,39.7693,19.0802
3114.7512,59.4088,2.6247,0.109652,4.4573,40.7109,12.2187
3145.8408,68.1712,2.5002,0.232085,3.9224,42.5529,61.1854
3117.1896,67.0048,2.5414,0.189871,4.3548,27.6533,27.4183
3137.3064,62.005,2.5259,16.9068,4.2387,40.3916,10.4459
3118.866,62.4019,2.5848,0.148311,3.7019,34.7762,22.6708
3120.0852,66.9759,2.5345,0.13449,3.2553,37.0089,40.3388
3120.8472,80.5693,2.5375,0.128111,3.1109,53.8758,10.9018
3130.7532,132.969,2.3567,0.145499,2.9257,20.2271,177.088
3131.2104,127.215,2.4307,0.132659,4.456,20.0507,213.791
3131.3628,127.1,2.4466,0.13249,4.5736,19.9929,187.171
3131.9724,123.603,2.4292,0.146216,3.2108,23.2006,143.667
3132.1248,116.963,2.4426,0.150125,3.5062,27.5609,137.815
3132.4296,100.062,2.5113,0.159501,4.0129,29.2201,55.7469
3132.8868,86.8048,2.5811,0.166606,3.7384,27.259,14.5345
3133.0392,86.3046,2.5838,0.161528,3.7032,26.6405,16.3435
3133.344,86.6594,2.5811,0.141756,3.6242,26.6356,24.6614
3135.63,100.611,2.4995,0.147958,3.0171,54.1743,6.278
3135.7824,102.879,2.4909,0.173736,3.0443,61.0976,5.4971
3136.0872,107.979,2.4802,0.255337,3.1547,93.41,4.707
3136.2396,109.104,2.4872,0.297296,3.4621,118.367,5.927
3147.06,76.7967,2.5745,0.115768,5.7649,29.1523,55.7158
3140.6592,55.241,2.6751,12.7446,3.882,37.1397,13.9975
3265.3224,57.0917,2.6074,0.157119,3.3086,46.3006,22.1832
3026.9688,53.8654,2.6604,9.807,3.3332,21.5909,36.5388
3148.8888,70.2118,2.4753,0.237154,3.8033,37.2843,24.0497
3354.324,62.9924,2.6389,13.0716,3.7455,24.9263,6.2583
3514.8012,49.4997,2.7539,1.93E-02,4.4687,41.7195,297.474
3412.0836,55.5615,2.7467,9.03E-02,3.5102,22.624,59.439
3369.1068,51.9443,2.7582,3.33E-02,5.2611,27.5765,83.1974
3293.6688,58.4916,2.6423,0.133191,3.5335,33.5043,21.9328
3585.8196,68.2779,2.5349,8.45E-02,2.4976,58.5211,5.706
3601.974,56.54,2.67,2.16E-02,3.2997,48.431,23.6858
3300.8316,52.9664,2.7111,1.66E-02,4.6317,50.0856,20.0819
3580.4856,75.0798,2.3939,0.251129,3.2662,37.2621,34.236
3367.7352,54.3137,2.6561,0.026254,5.2176,19.0405,62.65
3731.8188,52.2689,2.675,0.01413,5.1346,12.6159,150.884
3369.8688,73.8347,2.4482,0.274735,3.644,42.3259,3.2561
3608.6796,74.4261,2.3589,0.101903,1.8706,22.1701,113.957
3490.4172,57.434,2.6126,7.97E-02,4.4111,51.9021,19.1929
3314.8524,56.9335,2.7231,0.124402,3.692,17.0664,32.4317
3648.9132,63.1355,2.5359,4.04E-02,2.5588,33.2974,38.9718
3293.6688,52.4016,2.721,0.014692,5.1383,33.4312,75.7899
3345.3324,54.056,2.6855,7.19E-02,3.389,37.4334,48.9765
3644.646,62.3525,2.5419,4.02E-02,2.574,21.7247,82.6069
3583.686,57.5595,2.6647,4.99E-02,3.0182,36.366,169.479
3644.0364,63.7066,2.5213,4.54E-02,2.6642,20.7067,41.2686
3630.4728,75.5986,2.4142,9.37E-02,2.108,22.8994,78.825
3674.5164,54.0875,2.7021,0.031285,5.3871,32.8527,23.8847
3330.8544,70.1562,2.4962,7.55E-02,2.4196,49.3523,10.4977
3331.0068,71.5887,2.4643,8.65E-02,2.4041,49.0537,11.3232
3254.0448,67.0056,2.5543,0.190344,3.8532,44.811,17.7246
3394.8624,52.023,2.6733,1.21E-02,5.1028,27.4533,227.52
3599.8404,58.6645,2.6698,0.023729,3.1678,49.8661,17.3473
3511.1436,49.3582,2.649,9.52E-03,4.7455,36.7632,304.808
3588.5628,86.8492,2.3079,0.120995,2.2508,23.7689,27.9619
3919.1184,75.0863,2.4532,0.143441,2.776,64.1248,1.3758
3919.5756,74.1294,2.4596,0.14218,2.8742,63.681,1.6247
3919.728,74.0042,2.4576,0.143156,2.882,65.2884,1.6547
3920.3376,75.1131,2.433,0.145847,2.595,53.1675,1.9325
3920.9472,75.4455,2.4772,0.138037,2.877,70.8562,1.4185
3921.7092,75.8626,2.3875,0.151819,2.358,58.5152,1.4062
3921.8616,75.6548,2.3661,0.151741,2.0935,55.69,1.2159
3922.6236,75.7523,2.3376,0.157407,1.9526,17.8051,0.51
3923.3856,77.9964,2.3258,0.176345,2.1787,27.697,0.5342
3924.9096,79.2592,2.3206,0.179039,2.366,35.9021,0.7937
3925.6716,78.8366,2.3446,0.184253,2.6834,39.45,0.8553
3926.1288,77.9392,2.3545,0.170815,2.31,34.7431,0.8442
3926.8908,77.3076,2.3749,0.169239,2.4612,46.07,0.8618
3927.0432,77.4973,2.3593,0.1693,2.229,41.1718,0.8414
3927.348,77.9391,2.34,0.169639,2.197,29.5101,0.7736
3927.8052,78.7249,2.3316,0.173753,2.2769,31.6249,0.6976
3638.8548,62.4625,2.5653,0.104874,4.3583,50.9993,19.5907
3601.8216,53.1207,2.5472,0.040374,5.484,25.3453,2000
3518.154,55.4908,2.7087,5.87E-02,3.8319,68.0594,45.4399
3652.1136,63.2287,2.6138,7.92E-02,4.8643,44.4142,32.7464
3497.7324,54.7654,2.7167,0.107561,3.9327,51.2369,17.6831
3266.9988,53.7547,2.76,8.48E-02,3.8078,42.7553,47.8312
3744.468,60.3597,2.6951,1.21E-02,4.8565,40.6876,2000
3536.5944,58.1452,2.5753,0.156264,3.9769,27.0196,24.3257
3590.544,58.3576,2.6496,0.170566,4.1124,33.7013,62.2407
3755.7456,69.2107,2.6207,0.163932,3.6504,76.2708,16.3133
3718.7124,61.0323,2.5671,9.85E-02,4.3181,22.923,49.4621
3574.542,58.3927,2.5464,0.166994,3.9118,31.0375,173.98
3341.8272,65.3553,2.4974,22.819,3.2276,74.9705,57.8034
3724.9608,71.2006,2.4225,0.118035,3.3924,30.618,565.212
3732.1236,71.7563,2.3789,0.123576,2.7439,43.0054,16.5225
3727.0944,65.1874,2.6953,0.108804,4.407,77.76,16.64
3778.758,58.0606,2.7157,5.47E-02,5.4356,7.5849,48.3957
3741.42,53.447,2.6559,0.030098,5.3155,46.597,191.173
3672.9924,56.6598,2.6607,8.52E-02,4.515,34.0207,56.3128
3674.0592,52.4311,2.6977,6.18E-02,4.8026,39.4012,655.628
3619.5,67.3664,2.3538,7.87E-02,3.8103,67.6297,10.3639
3530.8032,65.9627,2.5006,0.163309,3.405,35.6726,24.2414
3880.104,77.8101,2.3644,0.142142,2.567,53.408,2.516
3717.4932,61.8522,2.5381,0.103284,4.3353,28.3317,68.2307
3753.9168,65.676,2.338,0.110083,2.4107,23.5301,684.375
3634.74,51.8412,2.6481,2.91E-02,5.2697,29.9092,1189.47
3758.3364,54.5611,2.6087,0.025481,3.8508,17.0572,2000
3692.3472,57.3149,2.6866,9.55E-02,4.1549,37.8777,1639.94
3859.8348,-999.25,2.7069,7.70E-02,3.9498,65.5206,11.8867
3364.0776,52.0786,2.7737,6.77E-02,3.6973,38.5925,595.034
3283.3056,59.2732,2.5597,0.105072,3.1117,45.6821,113.128
3468.7764,78.1992,2.4082,0.157663,2.5467,27.8904,1.6317
3507.6384,67.7936,2.5417,0.170649,3.3116,35.0217,7.1618
3291.84,63.137,2.5095,0.193305,3.7033,30.4703,153.208
3211.9824,56.7731,2.6979,11.8497,3.4458,47.8425,8.7892
3670.2492,61.8799,2.5464,0.189837,3.6558,20.5169,46.9852
3093.72,49.9508,2.7675,4.92E-02,4.0101,30.6824,1453.41
3701.9484,62.4649,2.6388,0.120557,4.9204,16.988,21.2991
3303.27,51.8658,2.7181,0.029456,4.6733,27.5229,35.0671
3501.2376,70.8358,2.5389,0.215843,4.1904,20.7107,3.0558
3368.04,71.7186,2.2878,9.11E-02,2.5162,31.753,57.6297
3436.0104,68.4897,2.5312,0.12982,3.9068,30.159,16.7922
3444.0876,70.4359,2.4967,0.16588,3.7455,29.5376,13.9458
3490.2648,54.2817,2.685,3.47E-02,4.827,14.0551,23.6243
3284.982,59.7215,2.6272,0.151481,3.4727,49.2136,4.9156
3276.2952,72.9032,2.3065,9.32E-02,2.3832,23.5094,1261.7
3426.2568,61.5241,2.6417,0.124786,4.0872,35.0406,12.2442
3885.1332,57.863,2.7003,0.123527,5.027,18.0143,153.489
3387.2424,57.3812,2.7467,9.67E-02,4.0212,36.0791,1816.14
3360.5724,63.3356,2.6426,0.167484,3.4407,46.0389,2.0902
3748.7352,61.2465,2.5895,0.166926,4.446,36.6141,19.4139
3830.4216,66.4138,2.5275,0.186796,4.6067,48.9226,14.0333
3308.4516,66.5454,2.6394,0.235491,3.6787,122.928,2.3652
3386.9376,55.8499,2.7715,9.42E-02,3.9477,42.6405,418.362
3489.3504,55.599,2.6592,4.86E-02,4.8639,16.2779,15.8547
3453.8412,67.5218,2.5184,0.182421,3.8319,19.3602,299.052
3283.458,58.9427,2.5658,0.102559,3.0924,45.6238,95.3404
3548.3292,57.0116,2.69,3.97E-02,4.6741,29.8491,19.1597
3365.6016,78.7734,2.2292,9.62E-02,2.2842,34.7061,122.077
3860.5968,-999.25,2.6645,0.101152,3.9068,67.9861,3.2411
3652.1136,61.3912,2.5993,0.164433,3.883,47.4807,4.5736
3347.7708,51.1455,2.817,5.28E-02,3.807,35.5662,26.6262
3667.8108,61.2978,2.5633,0.106582,4.6009,25.7947,21.8454
3858.1584,56.0206,2.7181,0.034379,4.8609,31.9647,29.6253
3845.814,56.292,2.728,3.56E-02,4.786,36.5392,88.9094
3715.3596,73.4368,2.4361,0.130712,2.4383,16.8202,1.1225
3855.4152,58.3192,2.7668,5.32E-02,5.944,34.7881,16.7301
3366.2112,56.4282,2.6362,0.137024,3.5418,38.3027,48.3155
3718.8648,59.5738,2.674,0.125485,4.0496,77.214,7.4693
3641.7504,58.2772,2.7092,3.57E-02,4.8029,45.7289,17.151
3776.3196,56.8116,2.7331,3.21E-02,4.8389,11.1496,59.6743
3696.7668,56.6297,2.6341,7.31E-02,4.6281,28.7614,15.6194
3809.3904,66.0858,2.4751,0.164331,2.9846,15.8072,17.7654
3449.1168,49.9149,2.8035,4.15E-02,3.8114,30.3006,62.5744
3849.0144,57.5847,2.7409,3.22E-02,4.6216,21.2811,241.408
3847.7952,59.7578,2.7241,3.67E-02,4.5588,24.5955,70.2347
3758.4888,60.6142,2.6109,8.01E-02,4.806,15.4444,22.7029
3809.6952,66.6908,2.4641,0.163894,2.9343,16.1933,17.6522
3585.0576,57.1375,2.6505,0.128622,3.5704,23.4364,526.888
3742.7916,75.7711,2.3309,0.163072,1.9611,20.0215,0.4511
3733.8,56.4603,2.7099,0.151318,4.1251,27.0806,67.3168
3731.514,52.5645,2.7399,0.022438,4.9685,29.4634,87.6622
3597.5544,56.2143,2.6313,0.132023,3.5689,55.1772,23.3994
3769.0044,54.1304,2.6771,3.72E-02,4.9717,10.7199,42.5932
3845.9664,56.5722,2.7251,3.64E-02,4.7733,35.6847,93.1567
3642.5124,67.2235,2.6208,0.130763,4.1814,55.0262,11.0322
3706.6728,63.6703,2.5843,0.118045,4.6574,29.0823,11.0098
3865.0164,-999.25,2.624,-999.25,3.5626,-999.25,3.1619
3700.272,60.2223,2.7314,0.056436,4.6157,23.1706,29.097
3294.888,56.2368,2.6821,12.2728,3.4561,24.0754,80.4098
3584.2956,62.3621,2.5165,0.188454,3.3153,21.8033,1996.89
3586.2768,62.5531,2.6037,0.158289,3.8489,17.4862,340.363
3575.7612,58.7512,2.6109,0.155662,3.5904,19.6258,2000
2998.3176,58.4835,2.7119,0.119397,3.8475,35.009,59.4031
2984.9064,62.1464,2.5936,0.172225,4.0499,27.3987,148.053
3372.3072,60.1393,2.5717,0.175899,3.2413,26.6932,43.2752
3900.8304,56.5984,2.7962,0.103699,5.2873,23.0663,5.1405
2987.9544,64.3165,2.566,0.164987,3.9028,45.0416,2000
2984.754,62.5518,2.5862,0.181183,3.979,27.1625,133.542
3101.6448,87.9343,2.4021,0.196787,2.3312,28.1725,19.5629
3343.656,50.4553,2.8558,4.57E-02,3.6853,36.9292,33.9623
3117.7992,63.2806,2.517,0.189742,4.4362,31.4457,50.1301
3034.8936,60.7536,2.6481,0.120069,3.6886,31.2304,54.9317
3485.5404,61.7612,2.5725,0.185152,3.7432,48.2135,24.3846
3506.724,64.5059,2.5117,0.153134,3.3578,32.492,9.0883
3140.202,56.8714,2.6481,13.4306,4.2652,40.655,12.6086
3372.9168,67.4263,2.4478,0.16137,3.0132,35.2749,42.0633
3288.3348,62.3392,2.5268,0.104957,3.9403,35.7276,32.9692
3534.156,56.5491,2.7407,0.115938,4.0777,47.7363,9.8415
3612.7944,50.3399,2.7872,7.05E-02,3.4192,34.2601,25.343
3393.6432,53.7521,2.7843,0.08233,3.8438,45.9822,138.345
3290.0112,58.8089,2.5498,0.178957,3.509,36.2902,86.0485
3237.738,53.327,2.683,0.110083,3.5796,36.3868,168.338
3251.3016,77.3769,2.4488,0.267657,3.56,23.8362,3.9487
3420.3132,66.7592,2.5586,0.213923,3.5567,57.5425,4.9901
3088.5384,91.8548,2.5958,0.2204,3.7156,50.5003,3.0323
3443.7828,68.1872,2.5274,0.138813,3.998,28.2546,9.6494
3306.9276,56.109,2.6675,0.100162,4.3141,38.3947,24.2376
3369.1068,68.8958,2.5613,0.197197,3.5047,62.8493,3.6408
3328.2636,59.8047,2.5778,17.0892,3.4534,52.8124,2.8784
3437.0772,79.3065,2.2802,0.235158,3.2562,77.1502,1.2985
3550.6152,61.5598,2.5725,0.10819,4.7065,28.063,3.4074
3325.9776,59.1539,2.6037,14.7078,4.229,56.0149,6.9636
3485.6928,62.2933,2.4937,0.106309,4.1477,24.1188,1.5737
3444.8496,71.7123,2.4343,0.219986,3.5168,31.5073,15.9014
3383.5848,55.9588,2.6474,6.77E-02,4.5072,40.6316,41.5195
3484.626,74.5856,2.3464,0.163702,2.3288,30.2815,1.3823
3119.4756,61.0044,2.6526,0.157058,3.7288,38.1805,487.265
3371.85,70.2596,2.4561,0.213132,3.5528,33.639,163.299
3362.8584,74.7812,2.5606,0.154272,3.2132,103.431,3.5637
3485.0832,70.8641,2.3576,0.158816,2.5143,30.1206,1.1
3081.0708,53.2699,2.7323,7.9752,4.2642,56.9349,15.0383
3568.1412,51.8079,2.733,2.53E-02,4.58,28.7643,199.832
3373.8312,62.5662,2.5572,0.20236,3.2891,26.9661,16.5714
3619.8048,55.5635,2.6975,7.66E-02,3.7716,42.4559,6.555
3184.7028,61.5233,2.5511,17.207,3.6646,55.2047,112.49
3152.394,64.6533,2.5066,0.212433,3.9075,27.9734,28.1026
3272.79,55.2739,2.7403,9.7865,4.6153,16.3397,50.7307
3041.904,63.0536,2.6191,0.167359,3.7985,21.3506,86.6672
3740.9628,76.908,2.3431,0.166912,2.1206,34.5467,0.4821
3713.5308,72.5954,2.3868,0.151134,2.3683,16.3211,0.5992
3140.8116,55.0372,2.6807,12.8788,3.7979,36.3548,14.3905
3246.7296,58.2682,2.7273,0.117413,3.357,48.1684,171.891
3415.5888,62.1128,2.6355,0.148277,3.4464,30.9914,33.9797
3712.3116,74.8218,2.4632,0.144163,2.4904,37.6803,0.9894
3635.3496,54.8694,2.7192,3.27E-02,4.827,32.3429,97.8906
3713.0736,74.1522,2.367,0.15612,2.0893,16.6902,0.5132
3491.0268,50.4051,2.7795,5.23E-02,3.9363,54.7194,102.818
3790.7976,61.0764,2.5602,0.084772,4.4389,23.5995,29.0747
3799.4844,64.9929,2.459,0.108456,3.2383,10.2903,483.512
3744.6204,76.8883,2.322,0.164806,1.9349,16.2908,0.4507
3726.7896,75.6223,2.3539,0.157111,1.9002,19.3729,0.5444
3313.3284,54.2884,2.7148,0.102185,3.7439,21.2249,66.1076
3634.8924,56.5859,2.735,5.53E-02,4.9658,50.9685,25.0131
3319.8816,49.759,2.7957,0.03884,3.7182,40.1193,67.1633
3701.4912,62.4566,2.6067,0.130974,4.6162,16.7277,17.5592
3679.698,64.4997,2.5475,0.190782,3.8864,22.9226,49.1173
3706.368,63.0412,2.6051,0.130597,4.9065,28.5537,10.9383
3718.2552,68.6852,2.6579,0.222887,3.7607,118.36,4.0147
3822.8016,59.0604,2.5484,0.132406,3.3918,26.8029,19.4727
3238.6524,56.133,2.741,9.39E-02,3.6827,30.2331,24.2857
3491.0268,55.1606,2.6925,3.34E-02,4.8796,14.1748,23.0284
3208.3248,54.232,2.6714,11.4371,3.3869,47.9535,65.8775
3893.6676,60.5688,2.5788,0.174694,4.1889,16.18,2000
3902.3544,58.4216,2.7242,0.13061,4.4372,24.7359,5.4793
3455.5176,81.7636,2.6602,0.242001,3.8939,91.4218,2.955
3420.4656,65.2275,2.5932,0.210011,3.6676,67.5263,4.149
3441.0396,68.4895,2.47,0.145689,4.6594,20.2603,28.1566
3509.1624,72.6331,2.4523,0.15967,2.8985,54.7866,9.9102
3455.0604,72.5136,2.6326,0.163487,3.9648,34.6476,5.5606
3461.3088,67.6364,2.6692,0.223216,4.0547,78.3844,2.2985
3494.3796,66.3,2.5534,0.124875,4.7684,16.2869,9.818
3733.9524,61.9818,2.5352,0.198229,3.8046,61.2143,76.4717
3489.5028,55.1909,2.665,4.63E-02,4.9119,15.2323,16.4536
3547.5672,57.8487,2.664,0.054507,4.6108,30.4618,11.822
3446.2212,75.119,2.4307,0.171059,2.6816,64.8508,1.631
3838.6512,72.6972,2.4101,0.251522,4.5901,15.0316,406.946
3583.9908,-999.25,2.6985,5.70E-02,4.6615,31.9071,16.7787
3086.7096,64.1328,2.4984,17.3615,2.8939,42.1367,3.5416
3311.652,57.2337,2.5404,9.96E-02,4.8047,16.9212,29.3633
3408.8832,64.9572,2.6617,0.196821,3.5493,53.4318,2.0795
3338.0172,71.0517,2.4322,0.250331,3.5065,60.9751,16.4357
3487.0644,55.5693,2.6763,4.72E-02,5.059,19.7878,11.9461
3341.2176,69.1253,2.6716,0.174967,4.6758,102.097,4.3174
3373.374,67.3827,2.495,0.138693,3.0059,35.9515,17.733
3339.084,66.5487,2.5094,0.192235,3.7188,49.0155,22.8034
3249.0156,65.4725,2.5053,0.187431,4.3877,56.8519,156.639
3331.0068,64.5583,2.7534,0.127677,3.8303,58.2494,6.9383
3307.0773,52.85,2.702,9.25E-02,3.691,21.33,23.65
3327.0444,57.61,2.67,0.1304,3.6454,20.8062,168.486
3566.3124,50.8163,2.7557,6.52E-02,4.0196,42.4907,1813.79
3566.6172,50.5534,2.7619,6.25E-02,4.0883,44.2624,664.657
3523.3356,56.8283,2.6321,0.140544,3.7184,35.4005,50.3026
3397.1484,55.2663,2.7363,0.112977,4.0496,29.0572,14.3727
3133.9536,67.1058,2.4972,15.8037,4.1119,35.2467,19.0188
3134.106,65.6621,2.5346,13.3093,4.1804,38.9843,19.9852
3134.2584,63.936,2.5751,10.5479,4.2999,42.584,20.2772
3134.4108,62.2487,2.6117,8.1199,4.4525,45.3699,19.7481
3134.5632,60.8263,2.6372,6.5611,4.6022,46.8402,18.3859
3134.7156,59.6625,2.6459,6.1832,4.7181,46.8804,16.6519
3134.868,58.8414,2.6397,6.9308,4.7805,45.843,15.8559
3135.0204,58.4812,2.6223,8.523,4.7805,44.3181,14.6718
3088.6908,91.7685,2.5942,0.220629,3.7075,50.5148,2.5871
3261.36,65.272,2.5553,0.123029,4.7813,43.4053,26.9416
3326.892,57.593,2.67,0.13057,3.6005,20.2228,243.385
3553.206,58.0208,2.6957,0.057768,4.7708,52.09,26.4638
3065.9832,63.2014,2.574,0.191073,3.6267,22.634,81.173
3276.6,69.0174,2.3259,0.100736,2.2624,25.0062,2000
3386.7852,55.2473,2.7675,9.70E-02,3.7321,55.2778,117.561
3277.5144,60.7717,2.4988,0.139247,3.0146,27.5619,195.962
2991.3072,56.2963,2.6915,0.107914,3.7708,33.2044,1902.37
3363.1632,77.9426,2.461,0.147419,3.0113,110.991,3.8705
3565.5504,51.2601,2.7105,8.41E-02,3.9134,34.3179,2000
3239.5641,53.56,2.744,8.69E-02,3.468,54.9999,17.93
3065.8308,63.0989,2.5755,0.190444,3.6263,22.8769,88.0145
3433.7244,67.3635,2.5045,0.149282,4.5344,26.4349,14.7017
3120.6948,71.7582,2.5942,0.16599,4.0797,32.3916,240.743
3547.4148,58.0652,2.664,5.69E-02,4.6071,30.557,12.1062
3555.3396,58.1721,2.6985,0.044953,4.3618,52.4131,25.0271
3306.7725,52.51,2.721,8.35E-02,3.791,18.8304,29.13
3502.3044,70.5807,2.4185,0.144577,3.133,14.6367,94.7277
2991.1548,55.859,2.691,0.105868,3.7766,32.4964,1734.36
3513.8868,49.4581,2.7981,4.23E-02,3.8102,33.4417,92.8617
3416.6556,64.0803,2.5113,0.174457,3.4498,34.6186,61.9449
3275.076,80.3807,2.2375,0.125502,2.1706,28.4236,28.61
3299.0028,59.6565,2.5627,0.164186,3.5012,30.3084,11.122
3462.3756,55.9687,2.7181,4.68E-02,4.7323,33.238,20.2998
3562.6548,61.1771,2.651,0.109109,4.6614,26.6052,5.5849
3286.3536,62.0671,2.6584,0.101357,2.9686,53.9127,3.5433
3499.3976,62.31,2.595,17.25,3.691,67.45,9.996
3425.7996,57.9424,2.6878,7.48E-02,4.5051,31.6197,24.1896
3509.4672,74.6099,2.4528,0.157567,2.8177,62.4678,4.8204
3277.3593,57.74,2.586,0.169798,3.341,60.629,48.6
3274.9209,53.34,2.734,9.35E-02,3.62,49.48,84.23
3188.0556,80.1681,2.4128,21.3288,2.4852,69.3152,11.8864
3188.208,79.2505,2.4079,21.8284,2.5548,67.4594,12.1638
3188.3604,78.7509,2.3808,21.8372,2.519,61.237,12.897
3188.5128,78.672,2.3426,21.3667,2.3794,52.3721,14.7444
3189.1224,80.1345,2.2495,18.26,1.7497,23.8145,98.5254
3189.2748,80.5197,2.261,17.5612,1.7912,21.6301,136.927
3189.4272,80.61,2.2826,16.8119,1.9133,20.7047,637.793
3189.5796,80.3236,2.3103,16.0225,2.0707,20.3564,1244.7
