Depth,DT,RHOB,NPHI,PEF,SGR,RT
3483.102,52.9874,2.6271,2.5099,5.0773,13.2247,72.2404
3400.6536,66.4706,2.488,12.0283,4.3651,24.2739,12.6456
3732.8856,60.7111,2.5953,0.169923,4.1874,38.59,164.716
3384.1944,56.1353,2.6972,2.0765,4.6398,30.772,25.3198
3510.534,64.9744,2.5182,0.215648,3.7952,39.6906,3.7666
3094.482,57.8083,2.7007,0.137067,3.7287,32.0014,89.5142
3257.3976,57.1896,2.6221,4.5028,4.6044,26.5703,44.806
3072.0792,55.7748,2.6837,0.122574,3.6709,24.0966,1423.43
3516.63,55.82,2.6927,6.5082,4.1996,36.8487,11.2123
3365.1444,51.17,2.803,7.20E-02,3.988,34.17,79.6551
3356.9148,58.768,2.7025,0.158561,3.6346,55.7746,3.9388
3528.6696,56.9231,2.7211,6.9849,4.4096,43.8628,10.5437
3202.5336,56.2639,2.6629,10.3779,3.6122,38.2246,29.2172
3183.636,66.1142,2.4794,20.5563,3.4607,67.6758,51.7166
3413.76,56.2655,2.6572,3.6783,4.3722,44.8145,26.041
3456.2796,57.3496,2.6269,2.4434,4.276,47.811,45.989
3467.5572,53.1444,2.6987,1.6069,4.995,30.4571,36.9592
3371.6976,53.4836,2.6771,2.3126,5.146,29.1932,49.4869
3484.7784,54.5771,2.6176,2.8436,4.8209,15.0306,39.2612
3272.028,57.9286,2.6603,0.137828,3.5192,20.5605,82.3631
3472.7388,54.6722,2.6637,2.7275,5.0209,27.6301,58.3835
3181.8072,73.176,2.3811,20.5153,4.5517,76.5614,42.8637
3403.092,67.8742,2.5036,16.0113,2.7818,25.9911,8.3432
3283.3056,58.6298,2.6196,5.5696,4.8738,52.5088,7.6065
3320.9484,49.6039,2.5892,1.771,4.3165,35.4824,51.1635
3466.338,53.3966,2.6589,2.2429,4.8473,34.8929,22.9795
3334.6644,58.1909,2.595,6.9829,4.7708,42.3243,9.4355
3506.8764,53.1984,2.6159,6.1082,4.2395,49.805,45.0111
3239.262,61.8554,2.63,0.170742,3.468,37.1317,5.3766
3576.6756,83.3084,2.5909,29.0997,3.8532,112.241,2.8277
3490.2648,52.6984,2.6416,2.194,4.8579,17.4665,26.1499
3551.682,73.0137,2.6405,19.7068,3.8677,138.074,4.6111
3406.4448,67.1115,2.5804,10.2063,3.7572,27.1113,4.603
3432.5052,60.652,2.5497,8.2864,4.8907,21.6916,30.2095
3443.1732,68.9922,2.413,16.3204,4.7218,15.8438,43.2199
3499.866,63.4561,2.5223,12.3274,4.5413,12.6795,24.9302
3321.4056,62.644,2.5472,0.198174,3.517,16.7554,30.8148
3289.0968,50.7,2.7151,0.7837,5.0872,51.5249,173.268
3401.7204,65.5357,2.4828,9.5919,3.4141,16.0613,10.1487
3374.7456,58.6887,2.6891,8.5891,5.6283,55.0303,6.5814
3457.6512,63.9805,2.5096,6.0902,2.9116,26.7399,24.3045
3390.9,54.3863,2.6948,0.115115,3.6891,40.3581,167.497
3237.5856,55.9902,2.6639,6.6982,2.9658,26.5466,13.9717
3552.1392,80.2055,2.5993,28.6948,3.3513,136.857,3.7352
3363.6204,61.5418,2.5707,0.186902,3.5667,39.5432,28.7514
3367.8876,55.53,2.693,0.121,3.966,63.21,326.916
3179.826,62.7976,2.5402,15.2291,4.0163,34.4286,24.8764
3458.5656,68.1139,2.4332,10.3067,2.6768,23.842,8.0243
3302.9652,57.0971,2.6644,9.9773,3.5295,32.8944,11.4781
3286.2012,56.7811,2.6393,6.2428,4.7,40.1097,16.8021
3415.7412,55.917,2.6536,2.7037,5.0379,27.5528,66.1908
3336.798,52.739,2.7308,2.8839,4.2956,44.0027,17.3098
3516.3252,55.9388,2.6717,7.729,4.0195,48.4706,15.227
3441.0396,66.9093,2.4724,14.0477,4.9119,24.8553,27.7562
3173.1204,61.1153,2.5807,18.6731,3.224,47.7023,19.3165
3251.454,61.2795,2.6158,7.8306,4.1613,39.62,9.6202
3294.5832,55.0447,2.6839,11.4527,3.5508,25.2658,63.8662
3554.73,65.2537,2.6605,19.9947,4.3105,50.6716,6.9069
3381.4512,74.5404,2.4939,18.9466,2.657,101.566,2.2886
3433.8768,54.4866,2.6929,2.2785,5.1356,25.3453,31.1195
3031.5408,55.3635,2.6273,15.7947,3.7997,39.8784,24.7825
3492.0936,53.7616,2.639,3.2939,4.6035,13.7192,34.1164
3491.1792,52.635,2.6672,2.2723,4.7253,18.0801,31.8407
3189.2748,67.5278,2.4489,24.7253,3.1346,40.7461,21.185
3448.05,62.3105,2.5199,9.3371,4.9752,14.6582,37.7818
3488.2836,55.9201,2.6431,3.5454,5.4638,14.038,49.6702
3289.7064,52.4332,2.6854,1.5319,5.0662,29.3441,27.0699
3490.4172,52.9715,2.6575,2.2929,4.8067,17.6322,24.483
3364.992,62.7197,2.5685,6.0517,4.9377,51.4708,10.8222
3263.3412,53.6409,2.7204,1.9725,4.7702,32.886,34.2576
3454.7556,59.6197,2.5784,6.3364,4.7768,27.3035,41.8153
3284.3724,62.1156,2.5599,10.2598,4.8008,34.6523,17.6259
3430.9812,58.1008,2.5895,6.4901,5.0584,12.1074,37.5802
3490.722,53.11,2.6778,2.3953,4.6754,15.7316,23.2678
3474.4152,53.4943,2.6872,2.0773,5.0199,17.5255,21.8079
3293.2116,58.6396,2.5973,14.2429,3.5929,29.4617,22.4165
3448.5072,61.7947,2.5298,8.6524,5.1096,15.1404,41.5516
3412.236,68.192,2.5117,15.0467,3.2474,62.9361,9.2232
3579.7236,80.5949,2.5779,26.666,3.8593,98.61,3.0618
3440.7348,67.0984,2.4419,15.0464,4.6664,25.7052,27.3189
3769.614,51.6921,2.6156,0.1176,3.5877,44.4725,54.7898
3411.7788,74.4396,2.4878,19.4111,2.8709,120.27,1.8585
3319.1196,59.1558,2.569,7.1822,4.9788,32.8642,24.0934
3453.384,57.8924,2.6524,5.8105,6.9802,14.3647,16.7379
3395.9292,60.6335,2.5401,7.0905,4.6219,30.1736,3.3166
3498.1896,55.4183,2.6212,6.1578,4.372,12.9908,12.7382
3470.91,61.0458,2.6264,9.526,7.0233,30.4792,16.0524
3442.716,68.5924,2.4233,16.3678,4.6979,13.3171,43.1051
3542.6904,53.7077,2.7679,0.118627,3.9521,72.6274,46.8717
3201.6192,54.4097,2.6469,13.9625,3.2464,37.6995,31.7055
3182.874,62.0989,2.5437,20.0313,3.299,30.8703,101.161
3494.8368,60.1406,2.562,0.103935,4.6922,47.5145,44.6621
3377.4888,55.6103,2.6868,0.107392,3.221,44.8108,6.4118
3215.3352,54.2353,2.6821,11.5087,3.2626,45.3207,8.77
3412.236,55.6124,2.7359,9.17E-02,3.558,22.0049,59.6135
3170.3772,59.3775,2.6127,16.206,3.4432,44.096,45.9486
3594.5064,71.4042,2.644,0.283944,3.5267,145.021,9.6694
3511.7532,49.1772,2.6694,0.015628,4.763,41.246,198.456
3350.9712,59.0967,2.637,0.1457,3.4572,57.1726,7.3911
3295.65,53.8609,2.7328,9.74E-02,3.5563,33.0726,39.3035
3638.7024,80.708,2.3521,0.102439,2.0145,18.0872,124.113
3797.9604,56.4286,2.7018,0.120557,4.1519,42.1884,18.6531
3354.7812,59.9767,2.6673,0.127036,3.4973,44.2145,5.5595
3670.0968,62.919,2.5605,0.191034,3.6502,20.7601,35.7323
3437.382,52.5382,2.7154,0.001928,5.1205,52.5018,139.467
3691.5852,53.6167,2.6789,0.016614,5.3745,14.2955,62.2382
3515.868,49.5203,2.7628,1.09E-02,4.6022,55.7416,131.724
3338.4744,72.7948,2.4684,0.183287,2.71,90.5276,12.9546
3634.1304,88.1103,2.3159,0.129473,1.9371,25.5884,96.6502
3341.9796,65.0978,2.4902,22.9368,3.2687,68.2396,56.9651
3331.1592,72.3207,2.4356,0.098829,2.3687,49.2102,11.5835
3388.614,55.6673,2.7032,0.113712,3.8814,51.7275,11.3241
3467.7096,67.9749,2.5711,0.13233,3.2062,103.252,34.2525
3695.0904,57.805,2.6206,1.87E-02,3.4861,16.13,55.5191
3138.2208,66.7411,2.4643,21.3506,3.4527,64.2448,5.2911
3703.4724,51.9759,2.6829,1.01E-02,5.1704,15.9638,68.8664
3031.3884,54.7488,2.6443,15.3762,3.8038,40.598,23.2646
3637.788,80.3188,2.3608,9.86E-02,1.9898,18.7439,122.148
3402.0252,60.2765,2.6591,0.137963,3.4953,51.2787,8.2154
3401.568,60.4417,2.6302,0.162956,3.5709,53.0015,14.2138
3501.9996,71.2755,2.4193,0.158454,3.1443,14.7184,37.9088
3300.5268,60.655,2.6448,9.23E-02,4.3565,73.2799,6.3481
3352.9524,55.3004,2.6981,4.47E-02,4.7273,22.9473,18.8195
3554.5776,58.7962,2.6315,8.30E-02,4.8768,29.7927,6.0527
3369.564,72.9086,2.5043,0.257323,3.5816,59.3216,2.7667
3473.196,80.1918,2.3083,0.184097,2.0597,27.8062,0.5688
3502.7616,69.9119,2.4295,0.140531,3.2803,15.0531,232.743
3277.6668,59.7636,2.511,0.130053,3.0313,27.6881,200.704
3361.3344,61.6281,2.6025,0.145235,3.4105,36.7102,9.0321
3607.9176,51.4527,2.7987,0.054001,3.6835,28.5533,87.0671
3373.5264,67.719,2.5045,0.138847,2.9914,36.2673,12.3848
3306.4704,59.6917,2.6359,5.04E-02,4.7836,25.0309,41.4874
3138.678,66.0648,2.5396,22.0403,3.6013,64.5776,3.6896
3663.696,68.6354,2.5218,0.231956,3.9858,39.9717,3.6215
3769.7664,51.7645,2.6316,0.12575,3.6192,49.5012,46.1984
3490.1124,51.2199,2.7253,7.01E-02,3.7386,40.3238,180.923
3393.3384,83.162,2.3036,19.2084,1.964,39.0583,0.7626
3579.4188,55.0149,2.6872,0.114725,3.6905,31.0014,959.352
3377.7936,66.8851,2.506,17.0849,3.7201,47.0626,30.2147
3343.5036,58.9047,2.6214,11.5491,3.9312,48.1268,16.0272
3610.6608,74.7069,2.6348,23.3104,4.0318,92.3564,4.2821
3497.2752,52.8618,2.662,3.3526,5.0059,14.0122,14.4292
3424.1232,56.7287,2.617,4.4624,4.8501,31.9513,34.1339
3005.7852,63.9472,2.6888,0.111961,3.9658,55.6788,94.2789
3254.0448,54.9438,2.629,5.1722,4.7731,30.1575,29.2025
3183.0264,62.3907,2.5421,20.2434,3.235,31.1098,81.8668
3375.0504,64.2092,2.4972,0.228243,3.2641,33.7281,8.0086
3503.3712,66.3984,2.4551,20.1787,2.8516,36.4228,11.2643
3262.884,55.0605,2.6555,3.0388,4.8788,26.7226,36.3676
3394.8624,83.1333,2.3089,20.5713,1.9523,39.6594,0.5581
3430.3716,54.6506,2.632,4.095,5.2023,8.8565,46.6748
3458.8704,67.5032,2.4349,10.4909,2.7408,20.1053,4.9084
3195.9804,55.3236,2.6698,12.7218,3.6144,26.447,41.0457
3178.4544,54.0458,2.6837,4.2055,4.6555,46.8891,52.2183
3457.3464,61.9963,2.5455,4.4764,3.0183,27.0426,31.344
3554.2728,79.0663,2.6057,30.5159,3.3378,142.698,3.3641
3307.3848,61.4688,2.6174,4.4007,3.3492,58.9036,8.2052
3283.7628,59.2594,2.6154,5.4263,4.7705,64.1785,18.2761
3273.552,58.6092,2.6338,15.0921,3.232,36.0126,23.9753
3377.3364,63.7897,2.6258,14.9025,5.8543,68.0477,27.4425
3504.438,62.9763,2.5643,14.4658,3.2818,57.5134,7.4496
3505.962,50.2251,2.6803,0.03449,4.2464,62.4743,119.798
3476.3964,58.8213,2.5881,6.3233,4.7924,16.3836,11.1016
3329.3304,59.7618,2.6296,10.2244,4.3882,71.4733,3.1672
3438.2964,61.9592,2.5706,8.5754,4.9251,25.4138,42.2451
3613.5564,68.2497,2.649,15.3327,3.6496,100.606,7.0983
3382.8228,58.4212,2.6927,5.1393,4.761,59.6077,19.05
3279.4956,54.7133,2.7031,11.5242,3.5846,22.6526,17.5755
3329.6352,58.25,2.6311,6.6874,4.7445,74.3453,9.1987
3327.1968,53.6121,2.6997,6.6218,4.302,47.2648,12.3004
3410.5596,78.7222,2.3817,17.2499,3.0143,33.9186,1.3998
3628.4916,64.6876,2.6579,11.8961,4.2856,64.224,5.1838
3468.0144,53.563,2.711,2.1495,5.1574,31.825,29.3578
3265.0176,52.5962,2.72,9.442,3.4311,41.3986,44.9694
3436.0104,63.3722,2.5345,11.3685,4.3716,22.3305,19.8561
3446.3736,67.3355,2.4507,13.4546,4.8257,26.129,29.0051
3411.474,75.4821,2.4714,18.8968,2.7565,118.725,1.3545
3186.5316,64.4898,2.502,22.5059,3.1817,70.863,23.8978
3243.6816,54.5729,2.6941,12.4084,3.6166,42.2782,9.2504
3333.2928,50.7452,2.5329,1.1553,4.6494,43.3649,95.2438
3417.2652,54.8853,2.6773,2.3731,5.2951,25.6593,72.9275
3407.2068,70.1546,2.4876,15.7802,2.8066,28.4413,3.2396
3169.3104,58.7139,2.6227,10.8624,3.9295,61.3826,32.0867
3773.424,51.1709,2.7962,0.093708,3.743,53.9616,38.0637
3303.27,58.0137,2.6492,10.6092,3.7241,35.1553,12.7432
3344.2656,56.7258,2.6759,8.5607,4.0008,46.9493,24.465
3489.3504,51.5497,2.6027,1.8255,4.8859,17.9933,114.416
3394.5576,83.2971,2.3061,19.9202,1.8978,36.4841,0.5591
3410.712,78.9155,2.3703,17.4061,2.6104,34.5918,1.2119
3360.42,68.8484,2.4702,14.6875,4.8613,28.9514,14.1931
3138.8304,65.3714,2.5833,20.9777,3.7258,58.1004,3.6649
3311.9568,56.7991,2.5972,0.170899,3.1972,53.9666,51.9152
3289.554,51.5566,2.6982,1.0724,5.074,27.8903,32.8217
3510.534,52.5853,2.7903,1.6716,4.1186,46.3218,98.2737
3594.354,87.0113,2.6168,30.4634,3.7964,106.203,2.0994
3400.5012,66.4856,2.487,11.964,4.3336,21.7413,12.9163
3312.8712,61.6965,2.5422,7.8041,4.5299,45.6042,44.0912
3288.792,50.87,2.7241,0.9371,5.0894,55.5384,108.803
3409.6452,68.8092,2.5189,14.9099,4.2516,24.8799,3.0994
3769.9188,51.8369,2.6476,0.1339,3.6506,54.5299,37.607
3488.5884,53.8298,2.6165,2.6851,5.3147,16.936,63.7868
3773.8812,52.7767,2.7307,0.118528,3.6843,47.4467,12.6938
3394.2528,55.4732,2.7187,0.114514,3.6886,51.1631,168.581
3389.8332,55.831,2.7394,0.117197,3.8263,34.8538,24.4889
3264.2556,55.6371,2.7093,0.114326,3.2976,62.9362,14.404
3488.436,54.8189,2.6323,3.1202,5.4045,14.8487,55.1174
3495.1416,53.4909,2.7108,3.1753,5.907,15.7771,30.5043
3427.1712,64.9809,2.4944,11.8853,4.6863,17.2834,42.2266
3416.1984,54.5636,2.6937,2.1301,4.8635,27.0384,41.1942
3419.2464,56.0846,2.6589,3.7794,4.8905,50.9397,18.8154
3516.4776,55.8232,2.6827,7.0905,4.1434,38.5703,12.7868
3302.508,53.8004,2.6982,8.3765,3.9138,33.9101,18.3869
3472.5864,55.1138,2.6538,3.0028,5.0182,25.2052,60.8888
3462.2232,70.7682,2.4077,15.1529,2.2631,30.4844,1.325
3471.8244,57.9119,2.6262,6.3151,5.2381,22.0016,27.5446
3237.8904,56.631,2.6621,7.3807,2.8923,35.9191,10.9949
3450.336,59.2805,2.617,7.3544,5.7776,15.9487,29.7626
3439.9728,65.0898,2.4775,15.9956,4.3585,28.5195,35.5335
3231.4896,61.2913,2.5883,15.4631,3.2516,66.6768,3.2161
3428.0856,66.5254,2.4769,10.7232,4.8987,15.3093,28.5422
3371.85,53.9059,2.6702,2.8415,5.1102,22.5832,40.0125
3483.4068,54.4184,2.625,3.3784,4.9997,13.6852,34.7364
3421.6848,64.2076,2.5463,10.4589,4.7951,42.2591,17.6458
3136.5444,61.0905,2.5876,14.2252,5.1566,49.8301,7.7964
3404.9208,70.2062,2.5572,14.1371,5.2263,59.8951,3.027
3500.628,65.8488,2.5488,0.198521,4.1183,40.7901,40.159
3459.6324,69.4406,2.4065,12.2732,2.5108,21.7541,2.0624
3457.0416,59.7702,2.5775,3.0091,3.3933,30.4544,34.2607
3336.9504,53.5555,2.7378,3.8052,3.9913,42.9509,14.8496
3775.71,55.9642,2.7269,3.45E-02,4.6776,12.062,42.9822
3648.9132,62.2136,2.5964,0.15821,4.3366,40.1557,13.8136
3864.5592,-999.25,2.626,-999.25,3.6633,-999.25,3.1684
3783.33,60.7735,2.5829,8.75E-02,4.7777,25.5347,20.9706
3727.3992,75.132,2.359,0.150562,2.0183,20.3855,0.5757
3655.1616,65.8875,2.5915,0.183585,4.0702,71.1213,6.3158
3825.6972,59.5205,2.6778,7.73E-02,4.3282,40.8735,8.3621
3662.0196,67.7766,2.6032,0.158459,3.9209,35.149,8.3176
3819.2964,58.4214,2.6039,8.37E-02,4.1839,13.1278,18.1013
3859.3776,-999.25,2.7071,5.24E-02,4.0881,54.7438,43.4456
3485.2356,53.8517,2.7144,7.54E-02,3.764,40.4432,547.373
3619.6524,56.3819,2.6805,9.54E-02,3.5538,40.9339,4.7327
3756.5076,57.2344,2.629,4.64E-02,4.3452,25.0682,11.5935
3348.8376,56.9539,2.6564,0.133729,3.7911,45.6365,2000
3005.1756,56.6583,2.7038,0.10202,3.9403,47.4173,110.856
3094.6344,58.0052,2.7019,0.138209,3.7524,32.3214,46.4077
3358.896,64.0129,2.499,0.240752,3.2586,29.3117,12.2166
3861.6636,-999.25,2.5253,0.147297,3.0173,-999.25,0.896
3731.2092,52.864,2.7315,2.91E-02,4.9372,32.5938,21.1986
3782.1108,62.5429,2.5713,9.50E-02,4.9304,12.8656,84.0524
3793.998,56.1665,2.6982,0.114594,4.328,50.8483,14.9964
3784.092,60.3493,2.564,9.82E-02,4.7528,33.0916,28.9295
3720.3888,64.0057,2.6244,4.83E-02,4.0308,27.9292,18.1881
3352.8,59.9733,2.6556,0.156173,3.5657,35.6749,6.9505
3795.6744,66.3902,2.6277,0.104024,4.2741,14.5748,15.8136
3714.1404,69.7736,2.387,0.15082,2.1425,14.5082,0.6857
3678.0216,60.2447,2.6036,0.128049,3.9602,34.0311,14.6968
3785.7684,60.9347,2.5742,8.28E-02,4.124,20.611,42.4723
3670.8588,60.1363,2.5536,0.155413,4.1047,21.8964,32.6002
3694.3284,62.4926,2.6584,8.32E-02,4.576,37.3243,4.8482
3795.522,64.968,2.6525,9.77E-02,4.3106,15.1048,12.8703
3601.8216,55.5455,2.6952,4.03E-02,4.6407,22.7428,1999.06
3824.1732,56.9872,2.7281,8.27E-02,4.0486,36.4695,9.0134
3763.2132,56.8304,2.9917,2.29E-02,6.0376,22.8959,2000
3523.1832,57.8626,2.6019,0.168403,3.467,32.9701,66.4746
3786.8352,60.41,2.5519,8.40E-02,3.7287,19.9425,41.8162
3642.8172,69.5711,2.5589,0.177841,3.9007,56.1379,9.9621
3740.8104,76.8391,2.3473,0.163775,2.1437,31.9773,0.4894
3591.6108,63.1352,2.7321,9.62E-02,4.597,56.8801,13.7337
3813.2004,69.4216,2.49,0.169971,3.07,25.8686,3.8129
3637.1784,60.2201,2.6578,4.26E-02,4.8862,21.1277,1367.18
3722.6748,67.5379,2.4912,0.128927,2.5629,55.449,1.8956
3277.9716,53.9862,2.6729,0.123535,3.4115,53.9705,55.1865
3353.4096,64.6455,2.5413,0.218966,3.4158,33.9661,7.585
3623.1576,77.4039,2.312,0.15273,2.0777,33.2317,26.9127
3708.3492,69.6783,2.4982,0.208217,4.0432,29.7937,7.2305
3647.2368,55.6508,2.7122,3.85E-02,4.7329,33.0596,24.3974
3658.9716,54.2629,2.6727,4.22E-02,5.3419,46.2559,179.814
3632.454,50.7794,2.7591,6.78E-03,5.4677,19.9274,2000
3732.4284,73.1203,2.3729,0.123708,2.7497,44.711,16.0935
3671.1636,67.3238,2.503,0.029821,5.4741,33.7652,2000
3501.2376,53.1233,2.6974,2.81E-02,3.5242,46.6793,330.144
3589.1724,58.855,2.5764,0.143429,4.2753,34.7802,117.033
3506.8764,65.0904,2.4821,9.00E-02,3.5917,26.1978,24.4574
3494.2272,54.3636,2.7018,0.10341,3.5967,35.941,2000
3770.376,80.6934,2.563,6.41E-02,5.2866,29.0546,79.9877
3762.756,61.0775,2.5413,7.13E-02,3.3125,19.9307,61.3159
3592.5252,67.5799,2.477,0.172614,3.9868,39.7844,504.726
3871.4172,74.3427,2.3912,0.126776,2.9669,41.5632,4.7587
3663.696,52.1776,2.6599,5.90E-02,4.9151,39.8606,803.218
3748.5828,58.2691,2.428,0.1103,2.8521,42.664,402.898
3596.0304,56.6875,2.6372,2.80E-02,5.436,38.1139,2000
3626.0532,56.3593,2.4741,2.97E-02,4.3839,45.0755,2000
3687.4704,56.5064,2.7181,0.098385,5.3687,28.2013,59.4505
3651.8088,59.7043,2.6083,7.88E-02,4.8812,41.5051,39.6649
3735.0192,65.8556,2.487,9.69E-02,2.8376,35.5669,29.0778
3868.9788,73.791,2.3974,0.115331,2.6434,36.2507,9.6945
3868.0644,79.3397,2.3151,0.142903,2.3842,35.3348,10.5581
3597.5544,50.3596,2.6654,3.73E-02,4.8257,50.693,2000
3104.6928,60.1996,2.5606,0.139088,3.217,31.2433,200.331
3114.7512,59.6348,2.6943,4.17E-02,4.8599,39.4702,10.5848
3090.8244,49.9206,2.7203,2.24E-02,4.8297,25.7458,222.683
3168.0912,68.16,2.6228,0.066052,3.4586,47.377,9.1223
3401.8728,49.5074,2.8208,4.49E-02,3.9186,22.301,191.533
3103.7784,77.9125,2.3369,0.212702,2.6062,30.4544,45.9291
3095.8536,60.1854,2.7931,0.101714,3.8128,44.3273,20.8597
3524.7072,61.433,2.5958,17.1423,4.7149,20.1955,16.1537
3166.11,61.169,2.6117,9.84E-02,4.7593,30.7845,18.3872
3057.4488,63.4929,2.553,0.21691,3.6852,12.6435,1933.62
2958.846,63.9495,2.6338,0.165696,4.0178,32.0661,1665.3
3116.2752,72.1821,2.4936,0.16824,4.9428,20.8606,45.8192
3088.9956,58.7962,2.6478,0.146611,3.8231,27.4564,24.7345
3185.6172,60.1946,2.6063,16.3692,3.3793,45.6822,63.7966
3019.044,67.2449,2.6858,0.112249,3.5569,43.0506,10.4526
3154.3752,66.0469,2.555,0.179405,3.987,32.7272,80.5331
3086.7096,49.0312,2.767,0.01252,4.9726,35.537,2000
2959.4556,65.4692,2.5892,0.184918,3.8523,41.4146,1896.78
3266.2368,62.539,2.5326,20.4741,3.2683,26.5602,7.6687
3149.0412,58.9888,2.5942,0.119097,4.7099,31.3059,56.9439
3165.6528,60.3834,2.6656,9.32E-02,4.6198,38.8832,8.9926
3170.0724,69.284,2.5624,0.107599,4.9101,32.0275,27.9059
3160.776,60.168,2.6778,0.11685,4.5089,40.3975,15.7039
3058.0584,61.9557,2.5905,0.177052,3.8237,14.2993,2000
3246.882,66.2118,2.5128,0.217707,3.6311,41.4119,7.1349
3280.8672,53.9938,2.8127,5.31E-02,3.4764,44.3186,21.6709
3398.3676,58.1227,2.6775,0.140646,3.6353,29.181,14.8018
3230.118,54.6345,2.7142,0.113046,3.4318,62.7309,36.8489
3142.3356,63.3586,2.5649,0.117478,4.7176,33.292,13.1226
3315.1572,58.8937,2.6543,0.149333,3.4267,17.2366,26.2926
3103.626,79.2556,2.3071,0.222236,2.5656,30.306,31.3198
3168.5484,83.3094,2.6069,0.1313,3.4323,70.3029,5.9266
3052.8768,55.1524,2.6106,4.80E-02,4.9585,22.372,1031.8
3150.2604,58.8397,2.6898,8.85E-02,4.4375,31.4007,21.2248
3367.7352,55.5143,2.6952,0.119562,3.9648,62.2163,288.491
3770.0712,52.0918,2.6568,0.136874,3.6507,56.8552,31.7332
3107.436,53.2494,2.8138,4.25E-02,3.9865,37.8817,199.819
3090.3672,52.7595,2.6823,6.36E-02,4.3321,25.2841,39.0958
3273.3996,57.8067,2.6631,14.0169,3.3916,38.3497,38.0809
3245.2056,60.3908,2.6148,16.3328,3.5394,26.2432,20.674
3019.5012,68.5202,2.631,0.129115,3.4002,28.0617,29.1583
3201.7716,54.7596,2.6489,14.1642,3.2266,45.7364,27.2132
3116.4276,74.1848,2.4398,0.197974,4.9088,21.0756,47.6727
3116.58,75.1237,2.3994,0.219165,4.8761,21.5306,47.6887
3278.886,55.0995,2.6884,11.7476,3.7574,22.3813,40.2087
3214.7256,53.4748,2.7103,10.2156,3.2613,51.0218,20.2222
3154.8324,66.4381,2.5213,0.194557,3.9253,35.573,44.8278
3020.4156,67.9238,2.6057,0.100866,3.4417,18.0343,935.227
3663.8484,65.86,2.488,0.251536,3.9015,39.7563,2.9824
3494.3796,54.4667,2.7078,0.100486,3.5639,38.067,2000
3157.2708,54.1429,2.6435,0.114046,4.3495,39.1235,9.2636
3149.1936,58.1259,2.6183,0.11019,4.6673,31.6672,55.0586
3102.2544,100.828,2.2477,0.209325,2.3758,28.4565,12.8933
3023.7684,69.8972,2.7179,0.051843,3.2482,40.6484,13.8223
3325.5204,57.7576,2.6183,0.161619,3.5211,16.9083,2000
3080.9184,61.003,2.5525,0.123376,4.7431,20.9331,65.2721
3325.6728,57.461,2.6248,0.158678,3.5635,16.29,2000
3496.1972,54.7,2.699,12.39,3.63,35.39,35.89
3553.4996,54.1,2.742,11.18,3.576,47.01,38.14
3036.4176,58.9887,2.6806,8.34E-02,4.1171,25.7189,45.6998
3079.3944,58.7183,2.6239,0.119956,4.312,35.4301,70.9916
3154.68,66.3571,2.5246,0.190365,3.936,34.6912,57.6649
3553.8044,55.07,2.743,10.49,3.637,49.28,34.13
3145.0788,65.6995,2.5469,0.157668,4.4071,45.7626,35.3727
3036.8748,57.8176,2.6411,7.96E-02,4.3805,20.4394,95.6439
3011.2716,75.8348,2.475,0.136331,2.9105,28.512,56.9473
3078.1752,64.4516,2.4481,0.241826,3.7374,51.0103,509.178
3143.7072,70.0809,2.4219,0.300327,4.6542,33.7639,18.6395
3055.0104,62.8746,2.637,6.52E-02,4.8612,16.2429,492.17
3150.7176,65.9357,2.6008,0.160654,4.1284,24.2956,16.4963
3085.1856,58.7598,2.635,17.7218,3.6003,30.5659,6.6748
3044.0376,68.526,2.5001,0.170503,4.3535,23.2682,75.3401
3738.372,79.5377,2.2719,0.196668,2.1594,38.6305,0.8106
3714.9024,68.8418,2.4277,0.131334,2.4046,13.2949,1.2873
3723.132,67.5103,2.5526,0.113277,2.8297,49.9328,2.004
3726.3324,75.6377,2.3399,0.157294,1.9704,18.8903,0.5371
3853.5864,66.5206,2.7083,7.68E-02,4.5742,53.7461,10.9481
3762.6036,59.7727,2.9303,0.019441,5.991,23.0495,1615
3774.4908,57.3609,2.7351,0.015774,4.7846,12.6156,295.116
3645.7128,60.889,2.5447,0.11114,4.6802,42.3114,37.5864
3085.338,58.4819,2.6628,17.4852,3.6008,30.5394,5.3178
3658.0572,55.8093,2.7153,2.21E-02,4.8468,39.1445,31.2948
3195.6756,56.6442,2.6504,13.9965,3.7467,41.9264,27.7274
3839.2608,83.0342,2.652,0.259061,3.8522,119.911,2.7632
3766.7184,56.0689,2.6751,0.045286,4.8175,19.0482,16.8432
3631.0824,75.6831,2.453,0.15206,2.4873,57.8205,4.1831
3279.0384,54.6047,2.7035,11.1574,3.7473,18.423,39.6043
3397.9104,57.3592,2.6954,0.137641,3.5766,28.5681,16.5984
3895.1916,66.3049,2.5296,0.210641,4.3331,12.2671,2000
3508.0956,66.5664,2.5315,0.160565,4.3545,55.7866,44.6051
3794.3028,56.99,2.6728,7.13E-02,4.337,17.0673,9.3061
3753.4596,64.8066,2.6075,0.173367,3.223,51.1202,1.7931
3007.0044,71.228,2.7785,9.31E-02,3.5476,50.6111,11.9428
3562.6548,58.303,2.6608,3.77E-02,4.7334,30.0219,27.8076
3761.5368,56.0394,2.6999,2.37E-02,4.9865,26.0275,55.055
3786.378,60.5742,2.5471,8.52E-02,3.5866,20.06,46.7314
3698.748,53.2611,2.747,0.020333,4.7522,31.9431,68.8796
